Organism, OR1/3/7_CODING, OR1/3/7_PSEUDOGENE, OR10_CODING, OR10_PSEUDOGENE, OR11_CODING, OR11_PSEUDOGENE, OR12_CODING, OR12_PSEUDOGENE, OR14_CODING, OR14_PSEUDOGENE, OR2/13_CODING, OR2/13_PSEUDOGENE, OR4_CODING, OR4_PSEUDOGENE, OR5/8/9_CODING, OR5/8/9_PSEUDOGENE, OR51_CODING, OR51_PSEUDOGENE, OR52_CODING, OR52_PSEUDOGENE, OR55_CODING, OR55_PSEUDOGENE, OR56_CODING, OR56_PSEUDOGENE, OR6_CODING, OR6_PSEUDOGENE, TAAR1_PSEUDOGENE, TAAR2_PSEUDOGENE, TAAR3_PSEUDOGENE, TAAR5_PSEUDOGENE, TAAR6_PSEUDOGENE, TAAR7_PSEUDOGENE, TAAR8_PSEUDOGENE, TAAR9_PSEUDOGENE, TAS1R1_CODING, TAS1R1_PSEUDOGENE, TAS1R2_PSEUDOGENE, TAS1R3_PSEUDOGENE, V1R_CODING, V1R_PSEUDOGENE, V2R116_proteinAlignment_CODING, V2R116_proteinAlignment_PSEUDOGENE, V2R1_CODING, V2R1_PSEUDOGENE, V2R26_CODING, V2R26_PSEUDOGENE, _, bird_gammaOR_CODING, bird_gammaOR_PSEUDOGENE, squamate_V2r_CODING, squamate_V2r_PSEUDOGENE
Monocentris_japonicus_GCA_900323365.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 6, 4, 2, 28, 14, 0, 7, 20, 1, 2
Monodelphis_domestica_GCA_000002295.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 116, 26, 190, 33, 46, 18, 10, 2, 67, 30, 233, 57, 141, 35, 424, 84, 134, 10, 211, 14, 7, 2, 25, 2, 139, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 108, 21, 195, 68, 4, 1, 159, 51, 0, 0, 5, 0, 0
Monodon_monoceros_GCA_005190385.2_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 9, 19, 11, 34, 1, 6, 0, 1, 0, 1, 15, 53, 4, 9, 26, 54, 7, 6, 7, 9, 0, 1, 0, 3, 4, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 2, 4, 1, 3, 1, 1, 0, 0, 5, 0, 0
Monopterus_albus_GCA_001952655.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 15, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 34, 5, 70, 77, 45, 0, 11, 225, 2, 29
Montifringilla_adamsi_GCA_017590115.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3, 1, 0, 2, 1, 9, 1, 2, 1, 1, 0, 0, 0, 0, 0, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 1, 1, 0, 1, 2, 0, 7, 17, 0, 0
Mora_moro_GCA_900303205.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 5, 5, 6, 5, 36, 15, 0, 0, 8, 0, 9
Morelia_viridis_GCA_027559625.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 18, 4, 172, 65, 13, 7, 20, 4, 27, 21, 80, 30, 27, 7, 111, 41, 9, 2, 30, 3, 3, 1, 0, 0, 112, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 14, 50, 5, 1, 413, 178, 0, 102, 58, 618, 228
Mormoops_blainvillei_GCA_004026545.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 75, 63, 33, 15, 12, 7, 2, 1, 2, 0, 47, 55, 26, 30, 129, 78, 54, 25, 61, 39, 1, 0, 7, 12, 25, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 4, 3, 2, 3, 1, 4, 0, 0, 7, 0, 0
Mormyrus_iriodes_GCA_011763525.2_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 12, 22, 23, 4, 0, 15, 30, 0, 0
Mormyrus_lacerda_GCA_015163995.2_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 6, 2, 14, 7, 20, 1, 0, 25, 34, 0, 2
Morone_chrysops_GCA_019097615.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 4, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 5, 11, 11, 10, 63, 31, 0, 9, 75, 0, 14
Morone_saxatilis_GCA_004916995.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 2, 6, 6, 9, 27, 10, 0, 9, 50, 0, 4
Morphnarchus_princeps_GCA_026153235.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 6, 6, 0, 0, 1, 1, 0, 0, 3, 0, 2, 1, 20, 3, 3, 4, 13, 1, 0, 0, 0, 0, 2, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 1, 0, 2, 0, 0, 25, 31, 0, 0
Moschus_berezovskii_GCA_022376915.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 234, 121, 150, 65, 115, 51, 17, 9, 9, 14, 214, 80, 234, 348, 394, 231, 91, 30, 136, 41, 3, 0, 21, 2, 123, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 7, 16, 2, 13, 1, 2, 1, 0, 0, 0, 15, 0, 0
Moschus_chrysogaster_GCA_006461725.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 177, 128, 121, 58, 7, 13, 5, 7, 7, 11, 142, 108, 172, 247, 274, 217, 64, 32, 81, 59, 3, 0, 11, 6, 80, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4, 23, 4, 11, 1, 2, 1, 0, 0, 0, 19, 0, 0
Moschus_moschiferus_GCA_004024705.2_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 221, 250, 122, 101, 42, 61, 10, 14, 5, 14, 205, 113, 178, 360, 358, 261, 79, 28, 121, 54, 3, 0, 17, 4, 109, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4, 54, 2, 8, 1, 2, 1, 0, 0, 0, 20, 0, 0
Motacilla_alba_alba_GCA_015832195.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 4, 0, 0, 0, 0, 0, 0, 3, 3, 0, 1, 2, 9, 1, 1, 1, 1, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 1, 1, 0, 1, 0, 0, 216, 21, 0, 0
Motacilla_tschutschensis_GCA_018904545.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 4, 0, 0, 0, 0, 0, 0, 3, 4, 0, 7, 7, 10, 2, 1, 1, 1, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 1, 0, 1, 0, 0, 1, 9, 0, 0
Mugilogobius_chulae_GCA_016735935.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 2, 9, 4, 6, 37, 12, 0, 7, 93, 2, 9
Mugil_cephalus_GCA_022458985.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 7, 4, 10, 6, 98, 10, 0, 15, 80, 0, 8
Mullus_surmuletus_GCA_903171835.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 3, 5, 2, 49, 10, 0, 4, 65, 2, 4
Mungos_mungo_GCA_004023785.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 255, 106, 148, 52, 59, 2, 12, 0, 16, 11, 327, 192, 126, 124, 362, 165, 99, 47, 187, 48, 4, 0, 33, 26, 163, 134, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 25, 25, 2, 7, 1, 3, 1, 1, 0, 0, 1, 0, 0
Muntiacus_crinifrons_GCA_020276665.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 281, 138, 158, 63, 54, 9, 11, 1, 4, 7, 290, 106, 186, 257, 437, 230, 96, 55, 172, 55, 3, 0, 22, 8, 125, 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 40, 3, 14, 1, 2, 1, 0, 0, 0, 15, 0, 0
Muntiacus_gongshanensis_GCA_020226025.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 274, 135, 150, 60, 60, 6, 11, 2, 4, 8, 293, 93, 212, 220, 456, 240, 99, 47, 179, 34, 3, 0, 21, 9, 120, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 20, 25, 3, 13, 1, 2, 1, 0, 0, 1, 19, 0, 0
Muntiacus_muntjak_GCA_008782695.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Muntiacus_reevesi_GCA_020226045.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 295, 99, 145, 55, 56, 5, 12, 3, 6, 8, 291, 78, 207, 305, 494, 240, 105, 47, 198, 41, 3, 0, 22, 12, 138, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 32, 4, 13, 1, 2, 1, 2, 0, 0, 9, 0, 0
Muraenolepis_marmorata_GCA_900302325.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 8, 4, 4, 16, 16, 0, 2, 7, 1, 2
Muraenolepis_orangiensis_GCA_027704905.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 9, 7, 7, 12, 54, 10, 0, 3, 15, 1, 3
Murina_aurata_feae_GCA_004026665.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 157, 104, 81, 64, 18, 9, 2, 3, 0, 0, 65, 61, 55, 62, 187, 85, 72, 26, 111, 37, 2, 0, 11, 3, 148, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 1, 0, 1, 1, 0, 0, 8, 0, 0
Muscardinus_avellanarius_GCA_004027005.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 142, 37, 99, 30, 29, 1, 4, 0, 10, 3, 153, 50, 89, 52, 288, 34, 61, 13, 122, 9, 4, 0, 10, 4, 74, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 51, 131, 58, 3, 0, 14, 31, 0, 0, 3, 0, 1
Muscicapa_adusta_GCA_026546585.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 3, 1, 0, 0, 0, 0, 0, 27, 0, 0, 2, 1, 10, 1, 1, 0, 4, 0, 0, 0, 0, 0, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 0, 1, 0, 7, 74, 0, 0
Muscicapa_comitata_GCA_027123655.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 3, 0, 0, 0, 0, 0, 0, 24, 2, 0, 2, 1, 10, 0, 1, 1, 1, 2, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 1, 0, 0, 0, 0, 4, 62, 0, 0
Mustela_erminea_GCA_009829155.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 162, 66, 128, 14, 38, 14, 1, 0, 14, 16, 186, 97, 186, 122, 266, 63, 83, 26, 170, 40, 2, 2, 25, 3, 106, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 10, 2, 4, 1, 2, 0, 2, 0, 0, 13, 0, 0
Mustela_nigripes_GCA_022355385.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 168, 58, 87, 20, 40, 13, 1, 0, 6, 21, 164, 95, 155, 106, 226, 77, 74, 38, 152, 32, 2, 2, 23, 2, 104, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 7, 19, 2, 3, 1, 2, 0, 3, 0, 0, 8, 0, 0
Mustela_nivalis_GCA_019141155.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 158, 64, 108, 27, 49, 12, 1, 0, 11, 23, 158, 109, 153, 103, 227, 68, 86, 28, 140, 49, 5, 0, 19, 7, 108, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 6, 13, 2, 4, 1, 3, 0, 3, 0, 0, 10, 0, 0
Mustela_putorius_furo_GCA_011764305.2_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 191, 68, 106, 18, 53, 5, 2, 1, 4, 13, 181, 77, 191, 137, 270, 77, 94, 23, 195, 40, 4, 0, 31, 6, 126, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 8, 20, 2, 3, 1, 2, 0, 3, 0, 0, 5, 0, 0
Mus_caroli_GCA_900094665.2_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 286, 76, 229, 24, 30, 7, 17, 2, 26, 17, 234, 51, 190, 39, 637, 88, 76, 7, 146, 10, 3, 1, 11, 0, 140, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 29, 161, 106, 8, 4, 9, 6, 0, 1, 11, 0, 3
Mus_minutoides_GCA_902729485.2_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 145, 17, 145, 38, 75, 9, 13, 1, 25, 17, 200, 45, 159, 37, 555, 80, 72, 9, 144, 17, 6, 0, 16, 0, 151, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 29, 131, 102, 15, 0, 17, 14, 0, 0, 4, 0, 2
Mus_pahari_GCA_900095145.2_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 216, 38, 191, 33, 40, 4, 19, 2, 30, 16, 232, 29, 192, 46, 662, 117, 76, 9, 133, 17, 5, 0, 5, 10, 123, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 36, 167, 132, 7, 10, 9, 6, 0, 1, 4, 0, 4
Mus_spicilegus_GCA_003336285.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 177, 24, 156, 22, 28, 8, 13, 1, 23, 9, 181, 65, 162, 31, 462, 72, 73, 13, 117, 15, 9, 0, 12, 2, 114, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 92, 59, 138, 115, 12, 5, 11, 8, 0, 0, 5, 0, 3
Mus_spretus_GCA_921997135.2_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 173, 33, 155, 24, 32, 7, 12, 1, 23, 7, 196, 53, 180, 31, 494, 88, 79, 10, 140, 8, 7, 0, 15, 3, 126, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 94, 61, 176, 112, 15, 7, 25, 9, 0, 0, 4, 0, 4
Myanophis_thanlyinensis_GCA_017656035.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 15, 1, 137, 48, 14, 3, 17, 5, 11, 17, 87, 20, 23, 3, 134, 50, 9, 2, 16, 4, 0, 4, 0, 0, 79, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 68, 30, 5, 1, 830, 180, 0, 106, 38, 811, 168
Myiagra_hebetior_GCA_013397015.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 5, 1, 0, 0, 0, 2, 0, 3, 0, 2, 3, 0, 10, 2, 3, 0, 8, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 1, 1, 0, 1, 1, 0, 1, 11, 0, 0
Myiopsitta_monachus_GCA_017639245.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 8, 5, 0, 0, 0, 1, 1, 1, 0, 2, 2, 2, 42, 10, 2, 2, 5, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 1, 1, 0, 2, 0, 0, 6, 79, 0, 0
Myiozetetes_cayanensis_GCA_022539395.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 9, 0, 0, 1, 0, 1, 1, 20, 0, 4, 6, 2, 7, 1, 2, 1, 6, 2, 0, 0, 0, 0, 11, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 1, 1, 0, 1, 1, 0, 268, 135, 0, 0
Myocastor_coypus_GCA_004027025.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 182, 69, 85, 45, 14, 12, 3, 1, 19, 13, 172, 82, 70, 71, 311, 76, 54, 48, 88, 53, 1, 1, 15, 10, 73, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 45, 62, 79, 3, 0, 3, 2, 0, 3, 5, 0, 0
Myodes_glareolus_GCA_902806735.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 122, 32, 137, 23, 26, 0, 7, 3, 20, 4, 156, 27, 141, 98, 555, 132, 74, 13, 108, 16, 5, 0, 6, 3, 110, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 40, 67, 20, 5, 0, 0, 4, 0, 1, 13, 0, 0
Myotis_brandtii_GCA_000412655.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 155, 70, 40, 11, 14, 2, 1, 0, 0, 0, 42, 15, 34, 18, 153, 24, 70, 13, 119, 9, 1, 0, 19, 0, 69, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 1, 0, 1, 1, 0, 0, 2, 0, 0
Myotis_davidii_GCA_000327345.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 120, 116, 43, 13, 12, 3, 1, 0, 0, 0, 36, 26, 33, 28, 117, 45, 63, 13, 92, 23, 1, 0, 11, 6, 47, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 2, 1, 0, 1, 1, 0, 2, 2, 0, 0
Myotis_lucifugus_GCA_000147115.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 245, 61, 49, 7, 13, 3, 1, 0, 0, 0, 51, 12, 39, 25, 159, 27, 64, 11, 107, 20, 1, 0, 14, 0, 73, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 1, 1, 1, 0, 0, 4, 0, 0
Myotis_myotis_GCA_014108235.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 116, 21, 46, 2, 16, 1, 1, 0, 0, 0, 51, 11, 41, 21, 145, 12, 69, 10, 114, 12, 1, 0, 17, 1, 63, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 1, 0, 1, 1, 0, 1, 1, 0, 0
Myoxocephalus_scorpius_GCA_900312955.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 5, 5, 28, 6, 0, 3, 25, 0, 4
Myripristis_jacobus_GCA_900302555.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 4, 5, 8, 46, 22, 0, 5, 25, 0, 3
Myripristis_murdjan_GCA_902150065.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 20, 3, 15, 11, 76, 7, 0, 4, 34, 1, 6
Myrmecobius_fasciatus_GCA_023553655.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 103, 47, 134, 64, 31, 14, 2, 2, 43, 46, 182, 67, 151, 86, 282, 112, 80, 15, 126, 20, 9, 1, 13, 14, 118, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 121, 47, 20, 16, 3, 1, 59, 14, 0, 1, 5, 0, 0
Myrmecophaga_tridactyla_GCA_004026745.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 496, 1671, 144, 80, 58, 91, 12, 3, 70, 63, 418, 196, 304, 536, 785, 820, 74, 45, 117, 148, 1, 1, 25, 13, 345, 374, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 55, 46, 255, 3, 1, 17, 47, 0, 1, 28, 0, 0
Mystacornis_crossleyi_GCA_013400655.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 1, 3, 5, 0, 0, 0, 1, 0, 0, 0, 1, 3, 2, 4, 4, 2, 0, 2, 4, 0, 0, 0, 0, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0
Myxocyprinus_asiaticus_GCA_019703515.2_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 4, 26, 18, 94, 29, 0, 43, 16, 0, 4
Naja_naja_GCA_009733165.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 25, 3, 119, 40, 12, 7, 8, 0, 12, 13, 79, 53, 18, 10, 159, 50, 4, 2, 35, 0, 2, 2, 0, 0, 96, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 122, 207, 5, 2, 1584, 779, 0, 98, 55, 1259, 591
Nanger_dama_GCA_917880005.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 150, 212, 92, 138, 35, 26, 10, 20, 6, 6, 221, 227, 77, 210, 227, 355, 66, 40, 110, 69, 3, 0, 10, 17, 76, 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 4, 38, 4, 13, 1, 1, 1, 0, 0, 2, 22, 0, 0
